,mae_name,C,gamma,tol,eps,mae
489,SVR_5.0_0.001_9.999999999999999e-05_0.0001,5,0.00001,0.00010,0.00010,0.0002304760421278470
629,SVR_50.0_0.001_9.999999999999999e-05_0.0001,50,0.00001,0.00010,0.00010,0.0002304760421341970
69,SVR_0.005_0.001_9.999999999999999e-05_0.0001,0.005,0.00001,0.00010,0.00010,0.0002419627869660870
65,SVR_0.005_0.001_9.999999999999999e-06_0.0001,0.005,0.00001,0.00001,0.00010,0.0002444792742040120
61,SVR_0.005_0.001_1e-06_0.0001,0.005,0.00001,0.00000,0.00010,0.0002446890272999260
57,SVR_0.005_0.001_1e-07_0.0001,0.005,0.00001,0.00000,0.00010,0.0002447593443155590
345,SVR_0.5_0.001_9.999999999999999e-06_0.0001,0.5,0.00001,0.00001,0.00010,0.0002456925340499790
205,SVR_0.05_0.001_9.999999999999999e-06_0.0001,0.05,0.00001,0.00001,0.00010,0.0002456925340501570
625,SVR_50.0_0.001_9.999999999999999e-06_0.0001,50,0.00001,0.00001,0.00010,0.0002456925340519770
485,SVR_5.0_0.001_9.999999999999999e-06_0.0001,5,0.00001,0.00001,0.00010,0.0002456925340527320
765,SVR_500.0_0.001_9.999999999999999e-06_0.0001,500,0.00001,0.00001,0.00010,0.0002456925341139280
341,SVR_0.5_0.001_1e-06_0.0001,0.5,0.00001,0.00000,0.00010,0.0002459402025939630
201,SVR_0.05_0.001_1e-06_0.0001,0.05,0.00001,0.00000,0.00010,0.0002459402025940970
481,SVR_5.0_0.001_1e-06_0.0001,5,0.00001,0.00000,0.00010,0.0002459402025950290
621,SVR_50.0_0.001_1e-06_0.0001,50,0.00001,0.00000,0.00010,0.0002459402025985380
761,SVR_500.0_0.001_1e-06_0.0001,500,0.00001,0.00000,0.00010,0.0002459402026832250
337,SVR_0.5_0.001_1e-07_0.0001,0.5,0.00001,0.00000,0.00010,0.0002459880139598080
197,SVR_0.05_0.001_1e-07_0.0001,0.05,0.00001,0.00000,0.00010,0.0002459880139598960
477,SVR_5.0_0.001_1e-07_0.0001,5,0.00001,0.00000,0.00010,0.0002459880139614950
617,SVR_50.0_0.001_1e-07_0.0001,50,0.00001,0.00000,0.00010,0.0002459880139813460
757,SVR_500.0_0.001_1e-07_0.0001,500,0.00001,0.00000,0.00010,0.0002459880139892950
41,SVR_0.005_0.0001_9.999999999999999e-05_0.0001,0.005,0.00001,0.00010,0.00010,0.0002552147990170000
37,SVR_0.005_0.0001_9.999999999999999e-06_0.0001,0.005,0.00001,0.00001,0.00010,0.0002662566565796880
713,SVR_500.0_1e-05_9.999999999999999e-05_0.0001,500,0.00001,0.00010,0.00010,0.0002671953693842430
33,SVR_0.005_0.0001_1e-06_0.0001,0.005,0.00001,0.00000,0.00010,0.0002677613665645670
29,SVR_0.005_0.0001_1e-07_0.0001,0.005,0.00001,0.00000,0.00010,0.0002679738225870300
709,SVR_500.0_1e-05_9.999999999999999e-06_0.0001,500,0.00001,0.00001,0.00010,0.0002687776014071990
705,SVR_500.0_1e-05_1e-06_0.0001,500,0.00001,0.00000,0.00010,0.0002709698785208210
701,SVR_500.0_1e-05_1e-07_0.0001,500,0.00001,0.00000,0.00010,0.0002711710261035000
40,SVR_0.005_0.0001_9.999999999999999e-05_1e-05,0.005,0.00001,0.00010,0.00001,0.0002770504321417890
28,SVR_0.005_0.0001_1e-07_1e-05,0.005,0.00001,0.00000,0.00001,0.0002812701451031070
32,SVR_0.005_0.0001_1e-06_1e-05,0.005,0.00001,0.00000,0.00001,0.0002815315331928580
36,SVR_0.005_0.0001_9.999999999999999e-06_1e-05,0.005,0.00001,0.00001,0.00001,0.0002820928905427510
213,SVR_0.05_0.001_0.001_0.0001,0.05,0.00001,0.00100,0.00010,0.0003034662932856590
353,SVR_0.5_0.001_0.001_0.0001,0.5,0.00001,0.00100,0.00010,0.0003034662932856590
493,SVR_5.0_0.001_0.001_0.0001,5,0.00001,0.00100,0.00010,0.0003034662932861470
633,SVR_50.0_0.001_0.001_0.0001,50,0.00001,0.00100,0.00010,0.0003034662933024450
773,SVR_500.0_0.001_0.001_0.0001,500,0.00001,0.00100,0.00010,0.0003034662933964590
296,SVR_0.5_1e-05_0.001_1e-05,0.5,0.00001,0.00100,0.00001,0.0003080612414104510
46,SVR_0.005_0.0001_0.001_0.001,0.005,0.00001,0.00100,0.00100,0.0003212400836841040
45,SVR_0.005_0.0001_0.001_0.0001,0.005,0.00001,0.00100,0.00010,0.0003289501167723410
44,SVR_0.005_0.0001_0.001_1e-05,0.005,0.00001,0.00100,0.00001,0.0003344503464409500
8,SVR_0.005_1e-05_9.999999999999999e-06_1e-05,0.005,0.00001,0.00001,0.00001,0.0003618036252968080
4,SVR_0.005_1e-05_1e-06_1e-05,0.005,0.00001,0.00000,0.00001,0.0003644558529693580
0,SVR_0.005_1e-05_1e-07_1e-05,0.005,0.00001,0.00000,0.00001,0.0003648496901649250
9,SVR_0.005_1e-05_9.999999999999999e-06_0.0001,0.005,0.00001,0.00001,0.00010,0.0003704093519610650
1,SVR_0.005_1e-05_1e-07_0.0001,0.005,0.00001,0.00000,0.00010,0.0003709113632621710
5,SVR_0.005_1e-05_1e-06_0.0001,0.005,0.00001,0.00000,0.00010,0.0003710438543936150
18,SVR_0.005_1e-05_0.001_0.001,0.005,0.00001,0.00100,0.00100,0.0003747162851955190
12,SVR_0.005_1e-05_9.999999999999999e-05_1e-05,0.005,0.00001,0.00010,0.00001,0.0003793831562493460
13,SVR_0.005_1e-05_9.999999999999999e-05_0.0001,0.005,0.00001,0.00010,0.00010,0.0003823549322365940
17,SVR_0.005_1e-05_0.001_0.0001,0.005,0.00001,0.00100,0.00010,0.0003866122631209110
16,SVR_0.005_1e-05_0.001_1e-05,0.005,0.00001,0.00100,0.00001,0.0003869008191418110
758,SVR_500.0_0.001_1e-07_0.001,500,0.00001,0.00000,0.00100,0.0004322999710168580
618,SVR_50.0_0.001_1e-07_0.001,50,0.00001,0.00000,0.00100,0.0004322999711555470
478,SVR_5.0_0.001_1e-07_0.001,5,0.00001,0.00000,0.00100,0.0004322999711600770
198,SVR_0.05_0.001_1e-07_0.001,0.05,0.00001,0.00000,0.00100,0.0004322999711605650
338,SVR_0.5_0.001_1e-07_0.001,0.5,0.00001,0.00000,0.00100,0.0004322999711606540
762,SVR_500.0_0.001_1e-06_0.001,500,0.00001,0.00000,0.00100,0.0004323421383595420
482,SVR_5.0_0.001_1e-06_0.001,5,0.00001,0.00000,0.00100,0.0004323421384285540
202,SVR_0.05_0.001_1e-06_0.001,0.05,0.00001,0.00000,0.00100,0.0004323421384301080
342,SVR_0.5_0.001_1e-06_0.001,0.5,0.00001,0.00000,0.00100,0.0004323421384301970
622,SVR_50.0_0.001_1e-06_0.001,50,0.00001,0.00000,0.00100,0.0004323421384325950
766,SVR_500.0_0.001_9.999999999999999e-06_0.001,500,0.00001,0.00001,0.00100,0.0004330279451313140
626,SVR_50.0_0.001_9.999999999999999e-06_0.001,50,0.00001,0.00001,0.00100,0.0004330279452146700
486,SVR_5.0_0.001_9.999999999999999e-06_0.001,5,0.00001,0.00001,0.00100,0.0004330279452149810
206,SVR_0.05_0.001_9.999999999999999e-06_0.001,0.05,0.00001,0.00001,0.00100,0.0004330279452156910
346,SVR_0.5_0.001_9.999999999999999e-06_0.001,0.5,0.00001,0.00001,0.00100,0.0004330279452156910
770,SVR_500.0_0.001_9.999999999999999e-05_0.001,500,0.00001,0.00010,0.00100,0.0004351140843626750
490,SVR_5.0_0.001_9.999999999999999e-05_0.001,5,0.00001,0.00010,0.00100,0.0004351140844868420
210,SVR_0.05_0.001_9.999999999999999e-05_0.001,0.05,0.00001,0.00010,0.00100,0.0004351140844881750
350,SVR_0.5_0.001_9.999999999999999e-05_0.001,0.5,0.00001,0.00010,0.00100,0.0004351140844881750
630,SVR_50.0_0.001_9.999999999999999e-05_0.001,50,0.00001,0.00010,0.00100,0.0004351140844957240
66,SVR_0.005_0.001_9.999999999999999e-06_0.001,0.005,0.00001,0.00001,0.00100,0.0004513032000038830
62,SVR_0.005_0.001_1e-06_0.001,0.005,0.00001,0.00000,0.00100,0.0004518654891776380
58,SVR_0.005_0.001_1e-07_0.001,0.005,0.00001,0.00000,0.00100,0.0004518789135700800
70,SVR_0.005_0.001_9.999999999999999e-05_0.001,0.005,0.00001,0.00010,0.00100,0.0004689272015704120
326,SVR_0.5_0.0001_0.001_0.001,0.5,0.00001,0.00100,0.00100,0.0004706976546433590
186,SVR_0.05_0.0001_0.001_0.001,0.05,0.00001,0.00100,0.00100,0.0004706976546441580
466,SVR_5.0_0.0001_0.001_0.001,5,0.00001,0.00100,0.00100,0.0004706976546447800
606,SVR_50.0_0.0001_0.001_0.001,50,0.00001,0.00100,0.00100,0.0004706976546852370
746,SVR_500.0_0.0001_0.001_0.001,500,0.00001,0.00100,0.00100,0.0004706976548329410
774,SVR_500.0_0.001_0.001_0.001,500,0.00001,0.00100,0.00100,0.0004866427010619120
494,SVR_5.0_0.001_0.001_0.001,5,0.00001,0.00100,0.00100,0.0004866427011565030
354,SVR_0.5_0.001_0.001_0.001,0.5,0.00001,0.00100,0.00100,0.0004866427011571690
214,SVR_0.05_0.001_0.001_0.001,0.05,0.00001,0.00100,0.00100,0.0004866427011572130
634,SVR_50.0_0.001_0.001_0.001,50,0.00001,0.00100,0.00100,0.0004866427011658730
74,SVR_0.005_0.001_0.001_0.001,0.005,0.00001,0.00100,0.00100,0.0004983945894080130
42,SVR_0.005_0.0001_9.999999999999999e-05_0.001,0.005,0.00001,0.00010,0.00100,0.0005254697052910370
458,SVR_5.0_0.0001_9.999999999999999e-06_0.001,5,0.00001,0.00001,0.00100,0.0005322535173617910
738,SVR_500.0_0.0001_9.999999999999999e-06_0.001,500,0.00001,0.00001,0.00100,0.0005326969139979090
598,SVR_50.0_0.0001_9.999999999999999e-06_0.001,50,0.00001,0.00001,0.00100,0.0005326969145936110
318,SVR_0.5_0.0001_9.999999999999999e-06_0.001,0.5,0.00001,0.00001,0.00100,0.0005328129126641370
314,SVR_0.5_0.0001_1e-06_0.001,0.5,0.00001,0.00000,0.00100,0.0005330008610136430
594,SVR_50.0_0.0001_1e-06_0.001,50,0.00001,0.00000,0.00100,0.0005330280083648550
734,SVR_500.0_0.0001_1e-06_0.001,500,0.00001,0.00000,0.00100,0.0005330416867225900
174,SVR_0.05_0.0001_1e-06_0.001,0.05,0.00001,0.00000,0.00100,0.0005330569518243950
170,SVR_0.05_0.0001_1e-07_0.001,0.05,0.00001,0.00000,0.00100,0.0005330946133790260
454,SVR_5.0_0.0001_1e-06_0.001,5,0.00001,0.00000,0.00100,0.0005330965306296500
590,SVR_50.0_0.0001_1e-07_0.001,50,0.00001,0.00000,0.00100,0.0005331006547100610
450,SVR_5.0_0.0001_1e-07_0.001,5,0.00001,0.00000,0.00100,0.0005331030406724660
730,SVR_500.0_0.0001_1e-07_0.001,500,0.00001,0.00000,0.00100,0.0005331060662381760
310,SVR_0.5_0.0001_1e-07_0.001,0.5,0.00001,0.00000,0.00100,0.0005331073167532890
178,SVR_0.05_0.0001_9.999999999999999e-06_0.001,0.05,0.00001,0.00001,0.00100,0.0005331387649729620
742,SVR_500.0_0.0001_9.999999999999999e-05_0.001,500,0.00001,0.00010,0.00100,0.0005348517924132600
602,SVR_50.0_0.0001_9.999999999999999e-05_0.001,50,0.00001,0.00010,0.00100,0.0005348517925364500
462,SVR_5.0_0.0001_9.999999999999999e-05_0.001,5,0.00001,0.00010,0.00100,0.0005348517925823240
322,SVR_0.5_0.0001_9.999999999999999e-05_0.001,0.5,0.00001,0.00010,0.00100,0.0005348517925876090
182,SVR_0.05_0.0001_9.999999999999999e-05_0.001,0.05,0.00001,0.00010,0.00100,0.0005348517925878760
38,SVR_0.005_0.0001_9.999999999999999e-06_0.001,0.005,0.00001,0.00001,0.00100,0.0005463947685727000
34,SVR_0.005_0.0001_1e-06_0.001,0.005,0.00001,0.00000,0.00100,0.0005467664820741010
30,SVR_0.005_0.0001_1e-07_0.001,0.005,0.00001,0.00000,0.00100,0.0005468279026795910
14,SVR_0.005_1e-05_9.999999999999999e-05_0.001,0.005,0.00001,0.00010,0.00100,0.0006338543027655240
574,SVR_50.0_1e-05_9.999999999999999e-05_0.001,50,0.00001,0.00010,0.00100,0.0006453105056343660
294,SVR_0.5_1e-05_9.999999999999999e-05_0.001,0.5,0.00001,0.00010,0.00100,0.0006453105057593770
154,SVR_0.05_1e-05_9.999999999999999e-05_0.001,0.05,0.00001,0.00010,0.00100,0.0006453105057627080
434,SVR_5.0_1e-05_9.999999999999999e-05_0.001,5,0.00001,0.00010,0.00100,0.0006453105057705680
714,SVR_500.0_1e-05_9.999999999999999e-05_0.001,500,0.00001,0.00010,0.00100,0.0006483681882900600
710,SVR_500.0_1e-05_9.999999999999999e-06_0.001,500,0.00001,0.00001,0.00100,0.0006494459824231130
570,SVR_50.0_1e-05_9.999999999999999e-06_0.001,50,0.00001,0.00001,0.00100,0.0006494600212104010
290,SVR_0.5_1e-05_9.999999999999999e-06_0.001,0.5,0.00001,0.00001,0.00100,0.0006500029151762280
150,SVR_0.05_1e-05_9.999999999999999e-06_0.001,0.05,0.00001,0.00001,0.00100,0.0006500029151782270
430,SVR_5.0_1e-05_9.999999999999999e-06_0.001,5,0.00001,0.00001,0.00100,0.0006500029151867530
718,SVR_500.0_1e-05_0.001_0.001,500,0.00001,0.00100,0.00100,0.0006512587512911500
578,SVR_50.0_1e-05_0.001_0.001,50,0.00001,0.00100,0.00100,0.0006512587518779700
