mae_name,C,gamma,eps,tol,mae
SVR_0.02601229487374892_0.00020048577321447834_0.29629629629629617_4.019454526140724e-08,0.02601229487374892,0.00020048577321447834,0.29629629629629617,4.019454526140724e-08,22.937394660797615
SVR_0.02601229487374892_0.00020048577321447834_0.44444444444444425_4.019454526140724e-08,0.02601229487374892,0.00020048577321447834,0.44444444444444425,4.019454526140724e-08,22.929501470579627
SVR_0.02601229487374892_0.0003007286598217175_0.0010149592268982965_4.019454526140724e-08,0.02601229487374892,0.0003007286598217175,0.0010149592268982965,4.019454526140724e-08,22.903515748798764
SVR_0.02601229487374892_0.0003007286598217175_0.05852766346593506_4.019454526140724e-08,0.02601229487374892,0.0003007286598217175,0.05852766346593506,4.019454526140724e-08,22.90292984876498
SVR_0.02601229487374892_0.0003007286598217175_0.1975308641975308_4.019454526140724e-08,0.02601229487374892,0.0003007286598217175,0.1975308641975308,4.019454526140724e-08,22.90046946599161
SVR_0.02601229487374892_0.0003007286598217175_0.29629629629629617_4.019454526140724e-08,0.02601229487374892,0.0003007286598217175,0.29629629629629617,4.019454526140724e-08,22.895511019219594
SVR_0.02601229487374892_0.0003007286598217175_0.44444444444444425_4.019454526140724e-08,0.02601229487374892,0.0003007286598217175,0.44444444444444425,4.019454526140724e-08,22.888219547260643
SVR_0.02601229487374892_0.0003007286598217175_0.6666666666666664_4.019454526140724e-08,0.02601229487374892,0.0003007286598217175,0.6666666666666664,4.019454526140724e-08,22.87893044444058
SVR_0.02601229487374892_0.0004510929897325762_0.0010149592268982965_4.019454526140724e-08,0.02601229487374892,0.0004510929897325762,0.0010149592268982965,4.019454526140724e-08,22.875085246258234
SVR_0.02601229487374892_0.0004510929897325762_0.08779149519890259_4.019454526140724e-08,0.02601229487374892,0.0004510929897325762,0.08779149519890259,4.019454526140724e-08,22.874391224347917
SVR_0.02601229487374892_0.0004510929897325762_0.1975308641975308_4.019454526140724e-08,0.02601229487374892,0.0004510929897325762,0.1975308641975308,4.019454526140724e-08,22.87150506030925
SVR_0.02601229487374892_0.0004510929897325762_0.29629629629629617_4.019454526140724e-08,0.02601229487374892,0.0004510929897325762,0.29629629629629617,4.019454526140724e-08,22.869308384155314
SVR_0.02601229487374892_0.0004510929897325762_0.44444444444444425_4.019454526140724e-08,0.02601229487374892,0.0004510929897325762,0.44444444444444425,4.019454526140724e-08,22.857526757363395
SVR_0.02601229487374892_0.0004510929897325762_0.6666666666666664_4.019454526140724e-08,0.02601229487374892,0.0004510929897325762,0.6666666666666664,4.019454526140724e-08,22.84637195279333
SVR_0.02601229487374892_0.0006766394845988643_0.6666666666666664_4.019454526140724e-08,0.02601229487374892,0.0006766394845988643,0.6666666666666664,4.019454526140724e-08,22.837095626347157
mae_name,C,gamma,eps,tol,mae
SVR_0.039018442310623375_0.00020048577321447834_0.0010149592268982965_4.019454526140724e-08,0.039018442310623375,0.00020048577321447834,0.0010149592268982965,4.019454526140724e-08,22.802800864291367
SVR_0.039018442310623375_0.00020048577321447834_0.08779149519890259_4.019454526140724e-08,0.039018442310623375,0.00020048577321447834,0.08779149519890259,4.019454526140724e-08,22.80210754385321
SVR_0.039018442310623375_0.00020048577321447834_0.1975308641975308_4.019454526140724e-08,0.039018442310623375,0.00020048577321447834,0.1975308641975308,4.019454526140724e-08,22.79921523386066
SVR_0.039018442310623375_0.00020048577321447834_0.29629629629629617_4.019454526140724e-08,0.039018442310623375,0.00020048577321447834,0.29629629629629617,4.019454526140724e-08,22.79919316052852
SVR_0.039018442310623375_0.00020048577321447834_0.44444444444444425_4.019454526140724e-08,0.039018442310623375,0.00020048577321447834,0.44444444444444425,4.019454526140724e-08,22.78497183646061
SVR_0.039018442310623375_0.00020048577321447834_0.6666666666666664_4.019454526140724e-08,0.039018442310623375,0.00020048577321447834,0.6666666666666664,4.019454526140724e-08,22.773132051133626
SVR_0.039018442310623375_0.0003007286598217175_0.0010149592268982965_4.019454526140724e-08,0.039018442310623375,0.0003007286598217175,0.0010149592268982965,4.019454526140724e-08,22.73414834240564
mae_name,C,gamma,eps,tol,mae
SVR_0.039018442310623375_0.0003007286598217175_0.08779149519890259_4.019454526140724e-08,0.039018442310623375,0.0003007286598217175,0.08779149519890259,4.019454526140724e-08,22.733274618411663
SVR_0.039018442310623375_0.0003007286598217175_0.29629629629629617_4.019454526140724e-08,0.039018442310623375,0.0003007286598217175,0.29629629629629617,4.019454526140724e-08,22.72958404425162
SVR_0.039018442310623375_0.0003007286598217175_0.44444444444444425_4.019454526140724e-08,0.039018442310623375,0.0003007286598217175,0.44444444444444425,4.019454526140724e-08,22.722146374093594
SVR_0.039018442310623375_0.0003007286598217175_0.6666666666666664_4.019454526140724e-08,0.039018442310623375,0.0003007286598217175,0.6666666666666664,4.019454526140724e-08,22.711209166155157
SVR_0.039018442310623375_0.0003007286598217175_0.9999999999999996_4.019454526140724e-08,0.039018442310623375,0.0003007286598217175,0.9999999999999996,4.019454526140724e-08,22.697275511925056
SVR_0.039018442310623375_0.0004510929897325762_0.0010149592268982965_4.019454526140724e-08,0.039018442310623375,0.0004510929897325762,0.0010149592268982965,4.019454526140724e-08,22.69150258859484
SVR_0.039018442310623375_0.0004510929897325762_0.13168724279835387_4.019454526140724e-08,0.039018442310623375,0.0004510929897325762,0.13168724279835387,4.019454526140724e-08,22.690466681786067
SVR_0.039018442310623375_0.0004510929897325762_0.29629629629629617_4.019454526140724e-08,0.039018442310623375,0.0004510929897325762,0.29629629629629617,4.019454526140724e-08,22.68613743572805
SVR_0.039018442310623375_0.0004510929897325762_0.44444444444444425_4.019454526140724e-08,0.039018442310623375,0.0004510929897325762,0.44444444444444425,4.019454526140724e-08,22.682842421497078
SVR_0.039018442310623375_0.0004510929897325762_0.6666666666666664_4.019454526140724e-08,0.039018442310623375,0.0004510929897325762,0.6666666666666664,4.019454526140724e-08,22.66516998130927
SVR_0.039018442310623375_0.0004510929897325762_0.9999999999999996_4.019454526140724e-08,0.039018442310623375,0.0004510929897325762,0.9999999999999996,4.019454526140724e-08,22.64843777445419
SVR_0.039018442310623375_0.0006766394845988643_0.9999999999999996_4.019454526140724e-08,0.039018442310623375,0.0006766394845988643,0.9999999999999996,4.019454526140724e-08,22.63452328478492
mae_name,C,gamma,eps,tol,mae
SVR_0.05852766346593506_0.00020048577321447834_0.0010149592268982965_4.019454526140724e-08,0.05852766346593506,0.00020048577321447834,0.0010149592268982965,4.019454526140724e-08,22.583076015644533
SVR_0.05852766346593506_0.00020048577321447834_0.13168724279835387_4.019454526140724e-08,0.05852766346593506,0.00020048577321447834,0.13168724279835387,4.019454526140724e-08,22.582041161044
SVR_0.05852766346593506_0.00020048577321447834_0.29629629629629617_4.019454526140724e-08,0.05852766346593506,0.00020048577321447834,0.29629629629629617,4.019454526140724e-08,22.577702696055184
SVR_0.05852766346593506_0.00020048577321447834_0.44444444444444425_4.019454526140724e-08,0.05852766346593506,0.00020048577321447834,0.44444444444444425,4.019454526140724e-08,22.577669586056977
SVR_0.05852766346593506_0.00020048577321447834_0.6666666666666664_4.019454526140724e-08,0.05852766346593506,0.00020048577321447834,0.6666666666666664,4.019454526140724e-08,22.556337599955107
SVR_0.05852766346593506_0.00020048577321447834_0.9999999999999996_4.019454526140724e-08,0.05852766346593506,0.00020048577321447834,0.9999999999999996,4.019454526140724e-08,22.538577921964638
SVR_0.05852766346593506_0.0003007286598217175_0.0010149592268982965_4.019454526140724e-08,0.05852766346593506,0.0003007286598217175,0.0010149592268982965,4.019454526140724e-08,22.480097232815936
SVR_0.05852766346593506_0.0003007286598217175_0.13168724279835387_4.019454526140724e-08,0.05852766346593506,0.0003007286598217175,0.13168724279835387,4.019454526140724e-08,22.478791772881678
SVR_0.05852766346593506_0.0003007286598217175_0.44444444444444425_4.019454526140724e-08,0.05852766346593506,0.0003007286598217175,0.44444444444444425,4.019454526140724e-08,22.47325591164162
SVR_0.05852766346593506_0.0003007286598217175_0.6666666666666664_4.019454526140724e-08,0.05852766346593506,0.0003007286598217175,0.6666666666666664,4.019454526140724e-08,22.46209940640457
SVR_0.05852766346593506_0.0003007286598217175_0.9999999999999996_4.019454526140724e-08,0.05852766346593506,0.0003007286598217175,0.9999999999999996,4.019454526140724e-08,22.44569359449693
SVR_0.05852766346593506_0.0004510929897325762_0.0010149592268982965_4.019454526140724e-08,0.05852766346593506,0.0004510929897325762,0.0010149592268982965,4.019454526140724e-08,22.416128602099747
SVR_0.05852766346593506_0.0004510929897325762_0.1975308641975308_4.019454526140724e-08,0.05852766346593506,0.0004510929897325762,0.1975308641975308,4.019454526140724e-08,22.41457986794327
SVR_0.05852766346593506_0.0004510929897325762_0.44444444444444425_4.019454526140724e-08,0.05852766346593506,0.0004510929897325762,0.44444444444444425,4.019454526140724e-08,22.408085998856258
SVR_0.05852766346593506_0.0004510929897325762_0.6666666666666664_4.019454526140724e-08,0.05852766346593506,0.0004510929897325762,0.6666666666666664,4.019454526140724e-08,22.403143477510053
SVR_0.05852766346593506_0.0004510929897325762_0.9999999999999996_4.019454526140724e-08,0.05852766346593506,0.0004510929897325762,0.9999999999999996,4.019454526140724e-08,22.37663481722809
mae_name,C,gamma,eps,tol,mae
SVR_0.08779149519890259_0.00020048577321447834_0.0010149592268982965_4.019454526140724e-08,0.08779149519890259,0.00020048577321447834,0.0010149592268982965,4.019454526140724e-08,22.253488742674286
SVR_0.08779149519890259_0.00020048577321447834_0.1975308641975308_4.019454526140724e-08,0.08779149519890259,0.00020048577321447834,0.1975308641975308,4.019454526140724e-08,22.251941586830178
SVR_0.08779149519890259_0.00020048577321447834_0.44444444444444425_4.019454526140724e-08,0.08779149519890259,0.00020048577321447834,0.44444444444444425,4.019454526140724e-08,22.245433889346952
SVR_0.08779149519890259_0.00020048577321447834_0.6666666666666664_4.019454526140724e-08,0.08779149519890259,0.00020048577321447834,0.6666666666666664,4.019454526140724e-08,22.245384224349646
SVR_0.08779149519890259_0.00020048577321447834_0.9999999999999996_4.019454526140724e-08,0.08779149519890259,0.00020048577321447834,0.9999999999999996,4.019454526140724e-08,22.213386245196833
SVR_0.08779149519890259_0.0003007286598217175_0.0010149592268982965_4.019454526140724e-08,0.08779149519890259,0.0003007286598217175,0.0010149592268982965,4.019454526140724e-08,22.099020568431385
SVR_0.08779149519890259_0.0003007286598217175_0.1975308641975308_4.019454526140724e-08,0.08779149519890259,0.0003007286598217175,0.1975308641975308,4.019454526140724e-08,22.0970675045867
SVR_0.08779149519890259_0.0003007286598217175_0.6666666666666664_4.019454526140724e-08,0.08779149519890259,0.0003007286598217175,0.6666666666666664,4.019454526140724e-08,22.08876371272662
SVR_0.08779149519890259_0.0003007286598217175_0.9999999999999996_4.019454526140724e-08,0.08779149519890259,0.0003007286598217175,0.9999999999999996,4.019454526140724e-08,22.072028954871037
SVR_0.08779149519890259_0.0004510929897325762_0.0010149592268982965_4.019454526140724e-08,0.08779149519890259,0.0004510929897325762,0.0010149592268982965,4.019454526140724e-08,22.00306762235711
SVR_0.08779149519890259_0.0004510929897325762_0.29629629629629617_4.019454526140724e-08,0.08779149519890259,0.0004510929897325762,0.29629629629629617,4.019454526140724e-08,22.000749647179102
SVR_0.08779149519890259_0.0004510929897325762_0.6666666666666664_4.019454526140724e-08,0.08779149519890259,0.0004510929897325762,0.6666666666666664,4.019454526140724e-08,21.99100884354859
SVR_0.08779149519890259_0.0004510929897325762_0.9999999999999996_4.019454526140724e-08,0.08779149519890259,0.0004510929897325762,0.9999999999999996,4.019454526140724e-08,21.9835950615289
SVR_0.08779149519890259_0.0006766394845988643_0.0010149592268982965_4.019454526140724e-08,0.08779149519890259,0.0006766394845988643,0.0010149592268982965,4.019454526140724e-08,21.980437227967375
SVR_0.08779149519890259_0.0006766394845988643_0.29629629629629617_4.019454526140724e-08,0.08779149519890259,0.0006766394845988643,0.29629629629629617,4.019454526140724e-08,21.977879983868146
SVR_0.08779149519890259_0.0006766394845988643_0.6666666666666664_4.019454526140724e-08,0.08779149519890259,0.0006766394845988643,0.6666666666666664,4.019454526140724e-08,21.967143027704736
SVR_0.08779149519890259_0.0006766394845988643_0.9999999999999996_4.019454526140724e-08,0.08779149519890259,0.0006766394845988643,0.9999999999999996,4.019454526140724e-08,21.966899356865934
mae_name,C,gamma,eps,tol,mae
SVR_0.13168724279835387_0.00020048577321447834_0.0010149592268982965_4.019454526140724e-08,0.13168724279835387,0.00020048577321447834,0.0010149592268982965,4.019454526140724e-08,21.759107833218906
SVR_0.13168724279835387_0.00020048577321447834_0.29629629629629617_4.019454526140724e-08,0.13168724279835387,0.00020048577321447834,0.29629629629629617,4.019454526140724e-08,21.756792225509464
SVR_0.13168724279835387_0.00020048577321447834_0.6666666666666664_4.019454526140724e-08,0.13168724279835387,0.00020048577321447834,0.6666666666666664,4.019454526140724e-08,21.747030679284606
SVR_0.13168724279835387_0.00020048577321447834_0.9999999999999996_4.019454526140724e-08,0.13168724279835387,0.00020048577321447834,0.9999999999999996,4.019454526140724e-08,21.746956181788647
SVR_0.13168724279835387_0.0003007286598217175_0.0010149592268982965_4.019454526140724e-08,0.13168724279835387,0.0003007286598217175,0.0010149592268982965,4.019454526140724e-08,21.52740557185456
mae_name,C,gamma,eps,tol,mae
SVR_0.13168724279835387_0.0003007286598217175_0.29629629629629617_4.019454526140724e-08,0.13168724279835387,0.0003007286598217175,0.29629629629629617,4.019454526140724e-08,21.52448110214425
SVR_0.13168724279835387_0.0003007286598217175_0.9999999999999996_4.019454526140724e-08,0.13168724279835387,0.0003007286598217175,0.9999999999999996,4.019454526140724e-08,21.512025414354124
SVR_0.13168724279835387_0.0004510929897325762_0.0010149592268982965_4.019454526140724e-08,0.13168724279835387,0.0004510929897325762,0.0010149592268982965,4.019454526140724e-08,21.383476152743143
SVR_0.13168724279835387_0.0004510929897325762_0.44444444444444425_4.019454526140724e-08,0.13168724279835387,0.0004510929897325762,0.44444444444444425,4.019454526140724e-08,21.380004316032835
SVR_0.13168724279835387_0.0004510929897325762_0.9999999999999996_4.019454526140724e-08,0.13168724279835387,0.0004510929897325762,0.9999999999999996,4.019454526140724e-08,21.36539311058707
