16,0,942.3828125,-80.79119306
16,50,932.6171875,-77.1272663
16,100,920.4101563,-73.35651785
16,150,910.6445313,-69.5382449
16,200,898.4375,-65.35075816
16,250,888.671875,-61.24356417
16,300,876.4648438,-57.03086546
16,350,866.6992188,-52.72509291
16,400,856.9335938,-48.42041635
18,0,939.9414063,-79.15026579
18,50,927.734375,-75.4985347
18,100,915.5273438,-71.67980079
18,150,905.7617188,-67.74938002
18,200,893.5546875,-63.50893414
18,250,883.7890625,-59.35306065
18,300,871.5820313,-55.16544192
18,350,861.8164063,-50.82561413
18,400,852.0507813,-46.43248821
20,0,935.0585938,-77.54613119
20,50,922.8515625,-73.78773513
20,100,910.6445313,-69.98187716
20,150,900.8789063,-66.0037902
20,200,888.671875,-61.71284044
20,250,878.90625,-57.51159299
20,300,866.6992188,-53.21540617
20,350,856.9335938,-48.91689731
20,400,847.1679688,-44.51251807
22,0,930.1757813,-75.92273718
22,50,917.96875,-72.11649075
22,100,905.7617188,-68.19874686
22,150,895.9960938,-64.17005279
22,200,883.7890625,-59.82766939
22,250,874.0234375,-55.85767233
22,300,874.0234375,-51.31916515
22,350,854.4591604,-47.21369318
22,400,842.2851563,-42.52734673
24,0,922.8515625,-74.21754165
24,50,913.0859375,-70.36116958
24,100,900.8789063,-66.45867155
24,150,891.1132813,-62.38030797
24,200,878.90625,-58.19564944
24,250,869.140625,-53.98318891
24,300,859.375,-49.6247078
24,350,849.609375,-45.01008645
24,400,839.84375,-40.62365626
26,0,917.96875,-72.55175779
26,50,908.203125,-68.64668009
26,100,895.9960938,-64.6306107
26,150,886.2304688,-60.57007278
26,200,874.0234375,-56.06584031
26,250,864.2578125,-52.02229996
26,300,854.4921875,-47.42628465
26,350,844.7265625,-43.30604326
26,400,834.9609375,-38.7378878
28,0,913.0859375,-70.80214229
28,50,903.3203125,-66.91212507
28,100,891.1132813,-62.84625618
28,150,881.3476563,-58.6733747
28,200,871.5820313,-54.40155996
28,250,859.375,-49.83779882
28,300,849.609375,-45.72195379
28,350,839.84375,-41.32689198
28,400,830.078125,-36.81001951
30,0,908.203125,-69.09317939
30,50,898.4375,-65.08975599
30,100,886.2304688,-60.97423469
30,150,876.4648438,-56.82370202
30,200,866.6992188,-52.51389489
30,250,856.9335938,-48.13731556
30,300,844.7265625,-43.51966799
30,350,837.4023438,-39.43358141
30,400,827.6367188,-34.98639003
32,0,903.3203125,-67.29858032
32,50,893.5546875,-63.31081754
32,100,881.3476563,-59.14982869
32,150,871.5820313,-54.8884654
32,200,861.8164063,-50.61446106
32,250,852.0507813,-46.21836436
32,300,842.2851563,-41.60961319
32,350,832.5195313,-37.28917818
32,400,822.7539063,-33.1417472
34,0,898.4375,-65.54748386
34,50,888.671875,-61.44428699
34,100,876.4648438,-57.30494798
34,150,866.6992188,-53.00460305
34,200,874.0234375,-55.65064818
34,250,847.1679688,-44.22909929
34,300,837.4023438,-39.92286992
34,350,827.6367188,-35.45562179
34,400,817.8710938,-31.60475526
36,0,893.5546875,-63.77398417
36,50,893.5546875,-59.6249935
36,100,874.0234375,-55.37429755
36,150,861.8164063,-51.0380149
36,200,852.0507813,-46.71610308
36,250,842.2851563,-42.31563639
36,300,842.2851563,-37.76918949
36,350,822.7539063,-33.59828321
36,400,815.4296875,-29.6905959
