,mae_name,C,gamma,tol,eps,mae
255,SVR_0.05_0.1_1e-07_0.01,0.05,0.1,1e-07,0.01,0.0029924869646532405
256,SVR_0.05_0.1_1e-06_1e-05,0.05,0.1,1e-06,1e-05,0.002819689624679045
257,SVR_0.05_0.1_1e-06_0.0001,0.05,0.1,1e-06,0.0001,0.0028468482536194717
258,SVR_0.05_0.1_1e-06_0.001,0.05,0.1,1e-06,0.001,0.002904157059315793
259,SVR_0.05_0.1_1e-06_0.01,0.05,0.1,1e-06,0.01,0.0029924869646532405
260,SVR_0.05_0.1_9.999999999999999e-06_1e-05,0.05,0.1,9.999999999999999e-06,1e-05,0.0028192054594939455
261,SVR_0.05_0.1_9.999999999999999e-06_0.0001,0.05,0.1,9.999999999999999e-06,0.0001,0.00284787244731457
262,SVR_0.05_0.1_9.999999999999999e-06_0.001,0.05,0.1,9.999999999999999e-06,0.001,0.0029042300968695756
263,SVR_0.05_0.1_9.999999999999999e-06_0.01,0.05,0.1,9.999999999999999e-06,0.01,0.0029924869646532405
264,SVR_0.05_0.1_9.999999999999999e-05_1e-05,0.05,0.1,9.999999999999999e-05,1e-05,0.0028248828191076657
265,SVR_0.05_0.1_9.999999999999999e-05_0.0001,0.05,0.1,9.999999999999999e-05,0.0001,0.0028542819028946286
266,SVR_0.05_0.1_9.999999999999999e-05_0.001,0.05,0.1,9.999999999999999e-05,0.001,0.0029097789074226553
267,SVR_0.05_0.1_9.999999999999999e-05_0.01,0.05,0.1,9.999999999999999e-05,0.01,0.0029924869646532405
268,SVR_0.05_0.1_0.001_1e-05,0.05,0.1,0.001,1e-05,0.0028789154520109327
269,SVR_0.05_0.1_0.001_0.0001,0.05,0.1,0.001,0.0001,0.0028872708873779462
270,SVR_0.05_0.1_0.001_0.001,0.05,0.1,0.001,0.001,0.002878956164089752
271,SVR_0.05_0.1_0.001_0.01,0.05,0.1,0.001,0.01,0.0029924869646532405
272,SVR_0.05_0.1_0.01_1e-05,0.05,0.1,0.01,1e-05,0.0032806440534121073
273,SVR_0.05_0.1_0.01_0.0001,0.05,0.1,0.01,0.0001,0.0033379934068514584
274,SVR_0.05_0.1_0.01_0.001,0.05,0.1,0.01,0.001,0.003208963833071854
275,SVR_0.05_0.1_0.01_0.01,0.05,0.1,0.01,0.01,0.0029924869646532405
276,SVR_0.05_0.1_0.1_1e-05,0.05,0.1,0.1,1e-05,0.0029924869646532405
277,SVR_0.05_0.1_0.1_0.0001,0.05,0.1,0.1,0.0001,0.0029924869646532405
278,SVR_0.05_0.1_0.1_0.001,0.05,0.1,0.1,0.001,0.0029924869646532405
279,SVR_0.05_0.1_0.1_0.01,0.05,0.1,0.1,0.01,0.0029924869646532405
280,SVR_0.5_1e-05_1e-07_1e-05,0.5,1e-05,1e-07,1e-05,0.00019872047548745718
281,SVR_0.5_1e-05_1e-07_0.0001,0.5,1e-05,1e-07,0.0001,0.00018169106433938432
282,SVR_0.5_1e-05_1e-07_0.001,0.5,1e-05,1e-07,0.001,0.0006518688521869098
283,SVR_0.5_1e-05_1e-07_0.01,0.5,1e-05,1e-07,0.01,0.0029924869646532405
284,SVR_0.5_1e-05_1e-06_1e-05,0.5,1e-05,1e-06,1e-05,0.00019586538727245362
285,SVR_0.5_1e-05_1e-06_0.0001,0.5,1e-05,1e-06,0.0001,0.00018194584313371286
286,SVR_0.5_1e-05_1e-06_0.001,0.5,1e-05,1e-06,0.001,0.0006518304976180555
287,SVR_0.5_1e-05_1e-06_0.01,0.5,1e-05,1e-06,0.01,0.0029924869646532405
288,SVR_0.5_1e-05_9.999999999999999e-06_1e-05,0.5,1e-05,9.999999999999999e-06,1e-05,0.0001784048944380334
289,SVR_0.5_1e-05_9.999999999999999e-06_0.0001,0.5,1e-05,9.999999999999999e-06,0.0001,0.00018446785395074273
290,SVR_0.5_1e-05_9.999999999999999e-06_0.001,0.5,1e-05,9.999999999999999e-06,0.001,0.0006500029151762287
291,SVR_0.5_1e-05_9.999999999999999e-06_0.01,0.5,1e-05,9.999999999999999e-06,0.01,0.0029924869646532405
292,SVR_0.5_1e-05_9.999999999999999e-05_1e-05,0.5,1e-05,9.999999999999999e-05,1e-05,0.00020024285293893663
293,SVR_0.5_1e-05_9.999999999999999e-05_0.0001,0.5,1e-05,9.999999999999999e-05,0.0001,0.00017710052754984495
294,SVR_0.5_1e-05_9.999999999999999e-05_0.001,0.5,1e-05,9.999999999999999e-05,0.001,0.0006453105057593778
295,SVR_0.5_1e-05_9.999999999999999e-05_0.01,0.5,1e-05,9.999999999999999e-05,0.01,0.0029924869646532405
296,SVR_0.5_1e-05_0.001_1e-05,0.5,1e-05,0.001,1e-05,0.0003080612414104511
297,SVR_0.5_1e-05_0.001_0.0001,0.5,1e-05,0.001,0.0001,5.3275237749872416e-05
298,SVR_0.5_1e-05_0.001_0.001,0.5,1e-05,0.001,0.001,0.0006512587519523106
299,SVR_0.5_1e-05_0.001_0.01,0.5,1e-05,0.001,0.01,0.0029924869646532405
300,SVR_0.5_1e-05_0.01_1e-05,0.5,1e-05,0.01,1e-05,0.0010288929655728918
301,SVR_0.5_1e-05_0.01_0.0001,0.5,1e-05,0.01,0.0001,0.000977725650728578
302,SVR_0.5_1e-05_0.01_0.001,0.5,1e-05,0.01,0.001,0.0007535834369716277
303,SVR_0.5_1e-05_0.01_0.01,0.5,1e-05,0.01,0.01,0.0029924869646532405
304,SVR_0.5_1e-05_0.1_1e-05,0.5,1e-05,0.1,1e-05,0.0029924869646532405
305,SVR_0.5_1e-05_0.1_0.0001,0.5,1e-05,0.1,0.0001,0.0029924869646532405
306,SVR_0.5_1e-05_0.1_0.001,0.5,1e-05,0.1,0.001,0.0029924869646532405
307,SVR_0.5_1e-05_0.1_0.01,0.5,1e-05,0.1,0.01,0.0029924869646532405
308,SVR_0.5_0.0001_1e-07_1e-05,0.5,0.0001,1e-07,1e-05,0.0001721367906408311
309,SVR_0.5_0.0001_1e-07_0.0001,0.5,0.0001,1e-07,0.0001,0.00014979432452704166
310,SVR_0.5_0.0001_1e-07_0.001,0.5,0.0001,1e-07,0.001,0.0005331073167532896
311,SVR_0.5_0.0001_1e-07_0.01,0.5,0.0001,1e-07,0.01,0.0029924869646532405
312,SVR_0.5_0.0001_1e-06_1e-05,0.5,0.0001,1e-06,1e-05,0.00017232265349385046
313,SVR_0.5_0.0001_1e-06_0.0001,0.5,0.0001,1e-06,0.0001,0.00014970695796612254
314,SVR_0.5_0.0001_1e-06_0.001,0.5,0.0001,1e-06,0.001,0.0005330008610136439
315,SVR_0.5_0.0001_1e-06_0.01,0.5,0.0001,1e-06,0.01,0.0029924869646532405
316,SVR_0.5_0.0001_9.999999999999999e-06_1e-05,0.5,0.0001,9.999999999999999e-06,1e-05,0.00017388737115475728
317,SVR_0.5_0.0001_9.999999999999999e-06_0.0001,0.5,0.0001,9.999999999999999e-06,0.0001,0.00014983333224356522
318,SVR_0.5_0.0001_9.999999999999999e-06_0.001,0.5,0.0001,9.999999999999999e-06,0.001,0.0005328129126641379
319,SVR_0.5_0.0001_9.999999999999999e-06_0.01,0.5,0.0001,9.999999999999999e-06,0.01,0.0029924869646532405
320,SVR_0.5_0.0001_9.999999999999999e-05_1e-05,0.5,0.0001,9.999999999999999e-05,1e-05,0.00014672348763031807
321,SVR_0.5_0.0001_9.999999999999999e-05_0.0001,0.5,0.0001,9.999999999999999e-05,0.0001,0.00020547797950238867
322,SVR_0.5_0.0001_9.999999999999999e-05_0.001,0.5,0.0001,9.999999999999999e-05,0.001,0.0005348517925876095
323,SVR_0.5_0.0001_9.999999999999999e-05_0.01,0.5,0.0001,9.999999999999999e-05,0.01,0.0029924869646532405
324,SVR_0.5_0.0001_0.001_1e-05,0.5,0.0001,0.001,1e-05,0.00020978793974744115
325,SVR_0.5_0.0001_0.001_0.0001,0.5,0.0001,0.001,0.0001,0.00020480163579659206
326,SVR_0.5_0.0001_0.001_0.001,0.5,0.0001,0.001,0.001,0.00047069765464335944
327,SVR_0.5_0.0001_0.001_0.01,0.5,0.0001,0.001,0.01,0.0029924869646532405
328,SVR_0.5_0.0001_0.01_1e-05,0.5,0.0001,0.01,1e-05,0.0010524620235292214
329,SVR_0.5_0.0001_0.01_0.0001,0.5,0.0001,0.01,0.0001,0.0010340644082143858
330,SVR_0.5_0.0001_0.01_0.001,0.5,0.0001,0.01,0.001,0.0007574721421379938
331,SVR_0.5_0.0001_0.01_0.01,0.5,0.0001,0.01,0.01,0.0029924869646532405
332,SVR_0.5_0.0001_0.1_1e-05,0.5,0.0001,0.1,1e-05,0.0029924869646532405
333,SVR_0.5_0.0001_0.1_0.0001,0.5,0.0001,0.1,0.0001,0.0029924869646532405
334,SVR_0.5_0.0001_0.1_0.001,0.5,0.0001,0.1,0.001,0.0029924869646532405
335,SVR_0.5_0.0001_0.1_0.01,0.5,0.0001,0.1,0.01,0.0029924869646532405
336,SVR_0.5_0.001_1e-07_1e-05,0.5,0.001,1e-07,1e-05,0.00019327048180355354
337,SVR_0.5_0.001_1e-07_0.0001,0.5,0.001,1e-07,0.0001,0.00024598801395980807
338,SVR_0.5_0.001_1e-07_0.001,0.5,0.001,1e-07,0.001,0.00043229997116065453
339,SVR_0.5_0.001_1e-07_0.01,0.5,0.001,1e-07,0.01,0.0029924869646532405
340,SVR_0.5_0.001_1e-06_1e-05,0.5,0.001,1e-06,1e-05,0.0001932453064910522
341,SVR_0.5_0.001_1e-06_0.0001,0.5,0.001,1e-06,0.0001,0.0002459402025939639
342,SVR_0.5_0.001_1e-06_0.001,0.5,0.001,1e-06,0.001,0.0004323421384301973
343,SVR_0.5_0.001_1e-06_0.01,0.5,0.001,1e-06,0.01,0.0029924869646532405
344,SVR_0.5_0.001_9.999999999999999e-06_1e-05,0.5,0.001,9.999999999999999e-06,1e-05,0.0001910084303903492
345,SVR_0.5_0.001_9.999999999999999e-06_0.0001,0.5,0.001,9.999999999999999e-06,0.0001,0.00024569253404997936
346,SVR_0.5_0.001_9.999999999999999e-06_0.001,0.5,0.001,9.999999999999999e-06,0.001,0.0004330279452156915
347,SVR_0.5_0.001_9.999999999999999e-06_0.01,0.5,0.001,9.999999999999999e-06,0.01,0.0029924869646532405
348,SVR_0.5_0.001_9.999999999999999e-05_1e-05,0.5,0.001,9.999999999999999e-05,1e-05,0.0001940166363749274
349,SVR_0.5_0.001_9.999999999999999e-05_0.0001,0.5,0.001,9.999999999999999e-05,0.0001,0.00023047604212744766
350,SVR_0.5_0.001_9.999999999999999e-05_0.001,0.5,0.001,9.999999999999999e-05,0.001,0.00043511408448817515
351,SVR_0.5_0.001_9.999999999999999e-05_0.01,0.5,0.001,9.999999999999999e-05,0.01,0.0029924869646532405
352,SVR_0.5_0.001_0.001_1e-05,0.5,0.001,0.001,1e-05,0.00018087765499124052
353,SVR_0.5_0.001_0.001_0.0001,0.5,0.001,0.001,0.0001,0.0003034662932856591
354,SVR_0.5_0.001_0.001_0.001,0.5,0.001,0.001,0.001,0.00048664270115716945
355,SVR_0.5_0.001_0.001_0.01,0.5,0.001,0.001,0.01,0.0029924869646532405
356,SVR_0.5_0.001_0.01_1e-05,0.5,0.001,0.01,1e-05,0.0017108202782314841
357,SVR_0.5_0.001_0.01_0.0001,0.5,0.001,0.01,0.0001,0.0017102138472300243
358,SVR_0.5_0.001_0.01_0.001,0.5,0.001,0.01,0.001,0.0013185293166706469
359,SVR_0.5_0.001_0.01_0.01,0.5,0.001,0.01,0.01,0.0029924869646532405
360,SVR_0.5_0.001_0.1_1e-05,0.5,0.001,0.1,1e-05,0.0029924869646532405
361,SVR_0.5_0.001_0.1_0.0001,0.5,0.001,0.1,0.0001,0.0029924869646532405
362,SVR_0.5_0.001_0.1_0.001,0.5,0.001,0.1,0.001,0.0029924869646532405
363,SVR_0.5_0.001_0.1_0.01,0.5,0.001,0.1,0.01,0.0029924869646532405
364,SVR_0.5_0.01_1e-07_1e-05,0.5,0.01,1e-07,1e-05,0.001033572621115164
365,SVR_0.5_0.01_1e-07_0.0001,0.5,0.01,1e-07,0.0001,0.0011023299522634033
366,SVR_0.5_0.01_1e-07_0.001,0.5,0.01,1e-07,0.001,0.0012748401004659903
367,SVR_0.5_0.01_1e-07_0.01,0.5,0.01,1e-07,0.01,0.0029924869646532405
368,SVR_0.5_0.01_1e-06_1e-05,0.5,0.01,1e-06,1e-05,0.0010334838049199213
369,SVR_0.5_0.01_1e-06_0.0001,0.5,0.01,1e-06,0.0001,0.001102243116169177
370,SVR_0.5_0.01_1e-06_0.001,0.5,0.01,1e-06,0.001,0.0012747550030893784
371,SVR_0.5_0.01_1e-06_0.01,0.5,0.01,1e-06,0.01,0.0029924869646532405
372,SVR_0.5_0.01_9.999999999999999e-06_1e-05,0.5,0.01,9.999999999999999e-06,1e-05,0.001033243356335678
373,SVR_0.5_0.01_9.999999999999999e-06_0.0001,0.5,0.01,9.999999999999999e-06,0.0001,0.0011022223193342118
374,SVR_0.5_0.01_9.999999999999999e-06_0.001,0.5,0.01,9.999999999999999e-06,0.001,0.0012750021620179907
375,SVR_0.5_0.01_9.999999999999999e-06_0.01,0.5,0.01,9.999999999999999e-06,0.01,0.0029924869646532405
376,SVR_0.5_0.01_9.999999999999999e-05_1e-05,0.5,0.01,9.999999999999999e-05,1e-05,0.001032023921014602
377,SVR_0.5_0.01_9.999999999999999e-05_0.0001,0.5,0.01,9.999999999999999e-05,0.0001,0.0010900166356996976
378,SVR_0.5_0.01_9.999999999999999e-05_0.001,0.5,0.01,9.999999999999999e-05,0.001,0.0012785554440047698
379,SVR_0.5_0.01_9.999999999999999e-05_0.01,0.5,0.01,9.999999999999999e-05,0.01,0.0029924869646532405
380,SVR_0.5_0.01_0.001_1e-05,0.5,0.01,0.001,1e-05,0.0010873167988910471
381,SVR_0.5_0.01_0.001_0.0001,0.5,0.01,0.001,0.0001,0.0011030759699946825
382,SVR_0.5_0.01_0.001_0.001,0.5,0.01,0.001,0.001,0.0012157724163602169
383,SVR_0.5_0.01_0.001_0.01,0.5,0.01,0.001,0.01,0.0029924869646532405
384,SVR_0.5_0.01_0.01_1e-05,0.5,0.01,0.01,1e-05,0.0018443538428725148
385,SVR_0.5_0.01_0.01_0.0001,0.5,0.01,0.01,0.0001,0.001924239214750978
386,SVR_0.5_0.01_0.01_0.001,0.5,0.01,0.01,0.001,0.0018489650824458082
387,SVR_0.5_0.01_0.01_0.01,0.5,0.01,0.01,0.01,0.0029924869646532405
388,SVR_0.5_0.01_0.1_1e-05,0.5,0.01,0.1,1e-05,0.0029924869646532405
389,SVR_0.5_0.01_0.1_0.0001,0.5,0.01,0.1,0.0001,0.0029924869646532405
390,SVR_0.5_0.01_0.1_0.001,0.5,0.01,0.1,0.001,0.0029924869646532405
391,SVR_0.5_0.01_0.1_0.01,0.5,0.01,0.1,0.01,0.0029924869646532405
392,SVR_0.5_0.1_1e-07_1e-05,0.5,0.1,1e-07,1e-05,0.002819701953096443
393,SVR_0.5_0.1_1e-07_0.0001,0.5,0.1,1e-07,0.0001,0.002846927201324645
394,SVR_0.5_0.1_1e-07_0.001,0.5,0.1,1e-07,0.001,0.0029040910747929693
395,SVR_0.5_0.1_1e-07_0.01,0.5,0.1,1e-07,0.01,0.0029924869646532405
396,SVR_0.5_0.1_1e-06_1e-05,0.5,0.1,1e-06,1e-05,0.002819689624679045
397,SVR_0.5_0.1_1e-06_0.0001,0.5,0.1,1e-06,0.0001,0.002846848253619516
398,SVR_0.5_0.1_1e-06_0.001,0.5,0.1,1e-06,0.001,0.0029041570593157486
399,SVR_0.5_0.1_1e-06_0.01,0.5,0.1,1e-06,0.01,0.0029924869646532405
400,SVR_0.5_0.1_9.999999999999999e-06_1e-05,0.5,0.1,9.999999999999999e-06,1e-05,0.0028192054594939455
401,SVR_0.5_0.1_9.999999999999999e-06_0.0001,0.5,0.1,9.999999999999999e-06,0.0001,0.0028478724473146146
402,SVR_0.5_0.1_9.999999999999999e-06_0.001,0.5,0.1,9.999999999999999e-06,0.001,0.0029042300968695756
403,SVR_0.5_0.1_9.999999999999999e-06_0.01,0.5,0.1,9.999999999999999e-06,0.01,0.0029924869646532405
404,SVR_0.5_0.1_9.999999999999999e-05_1e-05,0.5,0.1,9.999999999999999e-05,1e-05,0.0028248828191076657
405,SVR_0.5_0.1_9.999999999999999e-05_0.0001,0.5,0.1,9.999999999999999e-05,0.0001,0.0028542819028946286
406,SVR_0.5_0.1_9.999999999999999e-05_0.001,0.5,0.1,9.999999999999999e-05,0.001,0.0029097789074226553
407,SVR_0.5_0.1_9.999999999999999e-05_0.01,0.5,0.1,9.999999999999999e-05,0.01,0.0029924869646532405
408,SVR_0.5_0.1_0.001_1e-05,0.5,0.1,0.001,1e-05,0.0028789154520108885
409,SVR_0.5_0.1_0.001_0.0001,0.5,0.1,0.001,0.0001,0.0028872708873779462
410,SVR_0.5_0.1_0.001_0.001,0.5,0.1,0.001,0.001,0.002878956164089752
411,SVR_0.5_0.1_0.001_0.01,0.5,0.1,0.001,0.01,0.0029924869646532405
412,SVR_0.5_0.1_0.01_1e-05,0.5,0.1,0.01,1e-05,0.0032806440534121073
413,SVR_0.5_0.1_0.01_0.0001,0.5,0.1,0.01,0.0001,0.0033379934068514584
414,SVR_0.5_0.1_0.01_0.001,0.5,0.1,0.01,0.001,0.003208963833071854
415,SVR_0.5_0.1_0.01_0.01,0.5,0.1,0.01,0.01,0.0029924869646532405
416,SVR_0.5_0.1_0.1_1e-05,0.5,0.1,0.1,1e-05,0.0029924869646532405
417,SVR_0.5_0.1_0.1_0.0001,0.5,0.1,0.1,0.0001,0.0029924869646532405
418,SVR_0.5_0.1_0.1_0.001,0.5,0.1,0.1,0.001,0.0029924869646532405
419,SVR_0.5_0.1_0.1_0.01,0.5,0.1,0.1,0.01,0.0029924869646532405
420,SVR_5.0_1e-05_1e-07_1e-05,5.0,1e-05,1e-07,1e-05,0.00018168882009135247
421,SVR_5.0_1e-05_1e-07_0.0001,5.0,1e-05,1e-07,0.0001,0.00016210627787618392
422,SVR_5.0_1e-05_1e-07_0.001,5.0,1e-05,1e-07,0.001,0.0006518688521879757
423,SVR_5.0_1e-05_1e-07_0.01,5.0,1e-05,1e-07,0.01,0.0029924869646532405
424,SVR_5.0_1e-05_1e-06_1e-05,5.0,1e-05,1e-06,1e-05,0.00017978234678688309
425,SVR_5.0_1e-05_1e-06_0.0001,5.0,1e-05,1e-06,0.0001,0.00016201150831021138
426,SVR_5.0_1e-05_1e-06_0.001,5.0,1e-05,1e-06,0.001,0.0006518304976166345
427,SVR_5.0_1e-05_1e-06_0.01,5.0,1e-05,1e-06,0.01,0.0029924869646532405
428,SVR_5.0_1e-05_9.999999999999999e-06_1e-05,5.0,1e-05,9.999999999999999e-06,1e-05,0.00017749225375283118
429,SVR_5.0_1e-05_9.999999999999999e-06_0.0001,5.0,1e-05,9.999999999999999e-06,0.0001,0.0001613616594180023
430,SVR_5.0_1e-05_9.999999999999999e-06_0.001,5.0,1e-05,9.999999999999999e-06,0.001,0.0006500029151867536
431,SVR_5.0_1e-05_9.999999999999999e-06_0.01,5.0,1e-05,9.999999999999999e-06,0.01,0.0029924869646532405
432,SVR_5.0_1e-05_9.999999999999999e-05_1e-05,5.0,1e-05,9.999999999999999e-05,1e-05,0.00018374225603596807
433,SVR_5.0_1e-05_9.999999999999999e-05_0.0001,5.0,1e-05,9.999999999999999e-05,0.0001,0.00014545558916525536
434,SVR_5.0_1e-05_9.999999999999999e-05_0.001,5.0,1e-05,9.999999999999999e-05,0.001,0.0006453105057705688
435,SVR_5.0_1e-05_9.999999999999999e-05_0.01,5.0,1e-05,9.999999999999999e-05,0.01,0.0029924869646532405
436,SVR_5.0_1e-05_0.001_1e-05,5.0,1e-05,0.001,1e-05,0.00013221499267221937
437,SVR_5.0_1e-05_0.001_0.0001,5.0,1e-05,0.001,0.0001,5.327523775013887e-05
438,SVR_5.0_1e-05_0.001_0.001,5.0,1e-05,0.001,0.001,0.0006512587519599489
439,SVR_5.0_1e-05_0.001_0.01,5.0,1e-05,0.001,0.01,0.0029924869646532405
440,SVR_5.0_1e-05_0.01_1e-05,5.0,1e-05,0.01,1e-05,0.0010288929655738687
441,SVR_5.0_1e-05_0.01_0.0001,5.0,1e-05,0.01,0.0001,0.0009777256507329302
442,SVR_5.0_1e-05_0.01_0.001,5.0,1e-05,0.01,0.001,0.0007535834369718053
443,SVR_5.0_1e-05_0.01_0.01,5.0,1e-05,0.01,0.01,0.0029924869646532405
444,SVR_5.0_1e-05_0.1_1e-05,5.0,1e-05,0.1,1e-05,0.0029924869646532405
445,SVR_5.0_1e-05_0.1_0.0001,5.0,1e-05,0.1,0.0001,0.0029924869646532405
446,SVR_5.0_1e-05_0.1_0.001,5.0,1e-05,0.1,0.001,0.0029924869646532405
447,SVR_5.0_1e-05_0.1_0.01,5.0,1e-05,0.1,0.01,0.0029924869646532405
448,SVR_5.0_0.0001_1e-07_1e-05,5.0,0.0001,1e-07,1e-05,0.00019977722216717452
449,SVR_5.0_0.0001_1e-07_0.0001,5.0,0.0001,1e-07,0.0001,0.00014738437426657923
450,SVR_5.0_0.0001_1e-07_0.001,5.0,0.0001,1e-07,0.001,0.0005331030406724669
451,SVR_5.0_0.0001_1e-07_0.01,5.0,0.0001,1e-07,0.01,0.0029924869646532405
452,SVR_5.0_0.0001_1e-06_1e-05,5.0,0.0001,1e-06,1e-05,0.00019956694227176718
453,SVR_5.0_0.0001_1e-06_0.0001,5.0,0.0001,1e-06,0.0001,0.00014755134231236866
454,SVR_5.0_0.0001_1e-06_0.001,5.0,0.0001,1e-06,0.001,0.0005330965306296509
455,SVR_5.0_0.0001_1e-06_0.01,5.0,0.0001,1e-06,0.01,0.0029924869646532405
456,SVR_5.0_0.0001_9.999999999999999e-06_1e-05,5.0,0.0001,9.999999999999999e-06,1e-05,0.00020060657015306128
457,SVR_5.0_0.0001_9.999999999999999e-06_0.0001,5.0,0.0001,9.999999999999999e-06,0.0001,0.00014962291123192805
458,SVR_5.0_0.0001_9.999999999999999e-06_0.001,5.0,0.0001,9.999999999999999e-06,0.001,0.0005322535173617915
459,SVR_5.0_0.0001_9.999999999999999e-06_0.01,5.0,0.0001,9.999999999999999e-06,0.01,0.0029924869646532405
460,SVR_5.0_0.0001_9.999999999999999e-05_1e-05,5.0,0.0001,9.999999999999999e-05,1e-05,0.0001788433859206684
461,SVR_5.0_0.0001_9.999999999999999e-05_0.0001,5.0,0.0001,9.999999999999999e-05,0.0001,0.00020547797950225543
462,SVR_5.0_0.0001_9.999999999999999e-05_0.001,5.0,0.0001,9.999999999999999e-05,0.001,0.0005348517925823249
463,SVR_5.0_0.0001_9.999999999999999e-05_0.01,5.0,0.0001,9.999999999999999e-05,0.01,0.0029924869646532405
464,SVR_5.0_0.0001_0.001_1e-05,5.0,0.0001,0.001,1e-05,0.0002097879397527258
465,SVR_5.0_0.0001_0.001_0.0001,5.0,0.0001,0.001,0.0001,0.0002048016357968141
466,SVR_5.0_0.0001_0.001_0.001,5.0,0.0001,0.001,0.001,0.0004706976546447805
467,SVR_5.0_0.0001_0.001_0.01,5.0,0.0001,0.001,0.01,0.0029924869646532405
468,SVR_5.0_0.0001_0.01_1e-05,5.0,0.0001,0.01,1e-05,0.001052462023529177
469,SVR_5.0_0.0001_0.01_0.0001,5.0,0.0001,0.01,0.0001,0.0010340644082140304
470,SVR_5.0_0.0001_0.01_0.001,5.0,0.0001,0.01,0.001,0.00075747214213715
471,SVR_5.0_0.0001_0.01_0.01,5.0,0.0001,0.01,0.01,0.0029924869646532405
472,SVR_5.0_0.0001_0.1_1e-05,5.0,0.0001,0.1,1e-05,0.0029924869646532405
473,SVR_5.0_0.0001_0.1_0.0001,5.0,0.0001,0.1,0.0001,0.0029924869646532405
474,SVR_5.0_0.0001_0.1_0.001,5.0,0.0001,0.1,0.001,0.0029924869646532405
475,SVR_5.0_0.0001_0.1_0.01,5.0,0.0001,0.1,0.01,0.0029924869646532405
476,SVR_5.0_0.001_1e-07_1e-05,5.0,0.001,1e-07,1e-05,0.00019327048180457497
477,SVR_5.0_0.001_1e-07_0.0001,5.0,0.001,1e-07,0.0001,0.00024598801396149563
478,SVR_5.0_0.001_1e-07_0.001,5.0,0.001,1e-07,0.001,0.00043229997116007725
479,SVR_5.0_0.001_1e-07_0.01,5.0,0.001,1e-07,0.01,0.0029924869646532405
480,SVR_5.0_0.001_1e-06_1e-05,5.0,0.001,1e-06,1e-05,0.0001932453064925621
481,SVR_5.0_0.001_1e-06_0.0001,5.0,0.001,1e-06,0.0001,0.00024594020259502967
482,SVR_5.0_0.001_1e-06_0.001,5.0,0.001,1e-06,0.001,0.00043234213842855416
483,SVR_5.0_0.001_1e-06_0.01,5.0,0.001,1e-06,0.01,0.0029924869646532405
484,SVR_5.0_0.001_9.999999999999999e-06_1e-05,5.0,0.001,9.999999999999999e-06,1e-05,0.00019100843039310256
485,SVR_5.0_0.001_9.999999999999999e-06_0.0001,5.0,0.001,9.999999999999999e-06,0.0001,0.00024569253405273275
486,SVR_5.0_0.001_9.999999999999999e-06_0.001,5.0,0.001,9.999999999999999e-06,0.001,0.000433027945214981
487,SVR_5.0_0.001_9.999999999999999e-06_0.01,5.0,0.001,9.999999999999999e-06,0.01,0.0029924869646532405
488,SVR_5.0_0.001_9.999999999999999e-05_1e-05,5.0,0.001,9.999999999999999e-05,1e-05,0.0001940166363755047
489,SVR_5.0_0.001_9.999999999999999e-05_0.0001,5.0,0.001,9.999999999999999e-05,0.0001,0.00023047604212784735
490,SVR_5.0_0.001_9.999999999999999e-05_0.001,5.0,0.001,9.999999999999999e-05,0.001,0.0004351140844868429
491,SVR_5.0_0.001_9.999999999999999e-05_0.01,5.0,0.001,9.999999999999999e-05,0.01,0.0029924869646532405
492,SVR_5.0_0.001_0.001_1e-05,5.0,0.001,0.001,1e-05,0.00018087765499124052
493,SVR_5.0_0.001_0.001_0.0001,5.0,0.001,0.001,0.0001,0.0003034662932861476
494,SVR_5.0_0.001_0.001_0.001,5.0,0.001,0.001,0.001,0.0004866427011565033
495,SVR_5.0_0.001_0.001_0.01,5.0,0.001,0.001,0.01,0.0029924869646532405
496,SVR_5.0_0.001_0.01_1e-05,5.0,0.001,0.01,1e-05,0.0017108202782315728
497,SVR_5.0_0.001_0.01_0.0001,5.0,0.001,0.01,0.0001,0.0017102138472297134
498,SVR_5.0_0.001_0.01_0.001,5.0,0.001,0.01,0.001,0.0013185293166702472
499,SVR_5.0_0.001_0.01_0.01,5.0,0.001,0.01,0.01,0.0029924869646532405
500,SVR_5.0_0.001_0.1_1e-05,5.0,0.001,0.1,1e-05,0.0029924869646532405
501,SVR_5.0_0.001_0.1_0.0001,5.0,0.001,0.1,0.0001,0.0029924869646532405
502,SVR_5.0_0.001_0.1_0.001,5.0,0.001,0.1,0.001,0.0029924869646532405
503,SVR_5.0_0.001_0.1_0.01,5.0,0.001,0.1,0.01,0.0029924869646532405
504,SVR_5.0_0.01_1e-07_1e-05,5.0,0.01,1e-07,1e-05,0.0010335726211152085
505,SVR_5.0_0.01_1e-07_0.0001,5.0,0.01,1e-07,0.0001,0.0011023299522631813
506,SVR_5.0_0.01_1e-07_0.001,5.0,0.01,1e-07,0.001,0.0012748401281875489
507,SVR_5.0_0.01_1e-07_0.01,5.0,0.01,1e-07,0.01,0.0029924869646532405
508,SVR_5.0_0.01_1e-06_1e-05,5.0,0.01,1e-06,1e-05,0.001033483804920321
509,SVR_5.0_0.01_1e-06_0.0001,5.0,0.01,1e-06,0.0001,0.001102243116169177
510,SVR_5.0_0.01_1e-06_0.001,5.0,0.01,1e-06,0.001,0.0012747550030891563
511,SVR_5.0_0.01_1e-06_0.01,5.0,0.01,1e-06,0.01,0.0029924869646532405
